antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Consequent_Margin_EUR,Expected_Value_Per_1k_EUR
Baby Wipes,Diapers,0.06,0.21,0.05,0.8333333333333334,3.9682539682539684,1.0,0.0374,4.740000000000001,0.7957446808510639,0.22727272727272727,0.7890295358649789,0.5357142857142857,4.5,3750.0
Eggs,Wine,0.04,0.49,0.03,0.75,1.530612244897959,1.0,0.0104,2.04,0.3611111111111111,0.06,0.5098039215686274,0.40561224489795916,5.0,3750.0
Baby Wipes,Diapers,0.06,0.37,0.05,0.8333333333333334,2.2522522522522523,1.0,0.027800000000000005,3.7800000000000007,0.5914893617021277,0.13157894736842105,0.7354497354497355,0.4842342342342343,4.5,3750.0
Beer,Diapers,0.05,0.37,0.04,0.7999999999999999,2.162162162162162,1.0,0.021500000000000002,3.149999999999999,0.5657894736842106,0.10526315789473684,0.6825396825396824,0.454054054054054,4.5,3600.0
Baby Wipes,Diapers,0.05,0.21,0.04,0.7999999999999999,3.8095238095238093,1.0,0.0295,3.949999999999999,0.7763157894736842,0.18181818181818182,0.7468354430379746,0.4952380952380952,4.5,3600.0
Baby Wipes,Diapers,0.05,0.37,0.04,0.7999999999999999,2.162162162162162,1.0,0.021500000000000002,3.149999999999999,0.5657894736842106,0.10526315789473684,0.6825396825396824,0.454054054054054,4.5,3600.0
Baby Wipes,Diapers,0.05,0.37,0.04,0.7999999999999999,2.162162162162162,1.0,0.021500000000000002,3.149999999999999,0.5657894736842106,0.10526315789473684,0.6825396825396824,0.454054054054054,4.5,3600.0
Beer,Diapers,0.05,0.33,0.04,0.7999999999999999,2.424242424242424,1.0,0.0235,3.3499999999999983,0.618421052631579,0.11764705882352941,0.7014925373134328,0.4606060606060606,4.5,3600.0
Milk,Wine,0.06,0.49,0.04,0.6666666666666667,1.360544217687075,1.0,0.010600000000000002,1.5300000000000005,0.2819148936170213,0.0784313725490196,0.3464052287581701,0.3741496598639456,5.0,3333.33
Diapers,Wine,0.03,0.49,0.02,0.6666666666666667,1.360544217687075,1.0,0.005300000000000001,1.5300000000000005,0.2731958762886598,0.04,0.3464052287581701,0.3537414965986395,5.0,3333.33
Chips,Wine,0.08,0.49,0.05,0.625,1.2755102040816326,1.0,0.010800000000000004,1.36,0.23478260869565223,0.09615384615384617,0.2647058823529412,0.3635204081632653,5.0,3125.0
Baby Wipes,Diapers,0.03,0.37,0.02,0.6666666666666667,1.801801801801802,1.0,0.008900000000000002,1.8900000000000003,0.45876288659793824,0.05263157894736842,0.47089947089947104,0.3603603603603604,4.5,3000.0
Baby Wipes,Diapers,0.06,0.37,0.04,0.6666666666666667,1.801801801801802,1.0,0.017800000000000003,1.8900000000000003,0.473404255319149,0.10256410256410256,0.47089947089947104,0.3873873873873874,4.5,3000.0
Butter,Wine,0.05,0.49,0.03,0.6,1.2244897959183674,1.0,0.005499999999999998,1.275,0.1929824561403508,0.058823529411764705,0.2156862745098039,0.33061224489795915,5.0,3000.0
Chips,Wine,0.05,0.49,0.03,0.6,1.2244897959183674,1.0,0.005499999999999998,1.275,0.1929824561403508,0.058823529411764705,0.2156862745098039,0.33061224489795915,5.0,3000.0
Baby Wipes,Diapers,0.03,0.37,0.02,0.6666666666666667,1.801801801801802,1.0,0.008900000000000002,1.8900000000000003,0.45876288659793824,0.05263157894736842,0.47089947089947104,0.3603603603603604,4.5,3000.0
Baby Wipes,Diapers,0.36,0.21,0.21,0.5833333333333334,2.777777777777778,1.0,0.1344,1.8960000000000004,1.0,0.5833333333333334,0.4725738396624473,0.7916666666666667,4.5,2625.0
Bread,Cheese,0.24,0.45,0.22,0.9166666666666667,2.037037037037037,1.0,0.112,6.600000000000007,0.6698564593301435,0.46808510638297873,0.8484848484848485,0.7027777777777778,2.5,2291.67
Wine,Cheese,0.49,0.45,0.43,0.8775510204081632,1.950113378684807,1.0,0.2095,4.491666666666666,0.95531235750114,0.8431372549019608,0.7773654916512058,0.9165532879818594,2.5,2193.88
Eggs,Cheese,0.07,0.45,0.06,0.857142857142857,1.9047619047619044,1.0,0.02849999999999999,3.849999999999996,0.5107526881720429,0.13043478260869565,0.7402597402597398,0.49523809523809514,2.5,2142.86
Diapers,Beer,0.05,0.24,0.05,1.0,4.166666666666667,1.0,0.038000000000000006,inf,0.8000000000000002,0.20833333333333334,1.0,0.6041666666666666,2.0,2000.0
Diapers,Beer,0.04,0.24,0.04,1.0,4.166666666666667,1.0,0.030400000000000003,inf,0.7916666666666669,0.16666666666666669,1.0,0.5833333333333334,2.0,2000.0
Diapers,Beer,0.05,0.24,0.05,1.0,4.166666666666667,1.0,0.038000000000000006,inf,0.8000000000000002,0.20833333333333334,1.0,0.6041666666666666,2.0,2000.0
Diapers,Beer,0.02,0.24,0.02,1.0,4.166666666666667,1.0,0.015200000000000002,inf,0.7755102040816327,0.08333333333333333,1.0,0.5416666666666666,2.0,2000.0
Baby Wipes,Beer,0.02,0.24,0.02,1.0,4.166666666666667,1.0,0.015200000000000002,inf,0.7755102040816327,0.08333333333333333,1.0,0.5416666666666666,2.0,2000.0
Eggs,Cheese,0.04,0.45,0.03,0.75,1.6666666666666665,1.0,0.011999999999999997,2.2,0.4166666666666666,0.06521739130434782,0.5454545454545454,0.4083333333333333,2.5,1875.0
Beer,Diapers,0.05,0.33,0.02,0.39999999999999997,1.212121212121212,1.0,0.0034999999999999996,1.1166666666666665,0.18421052631578946,0.05555555555555556,0.10447761194029845,0.2303030303030303,4.5,1800.0
Milk,Cheese,0.06,0.45,0.04,0.6666666666666667,1.4814814814814816,1.0,0.013000000000000001,1.6500000000000006,0.34574468085106386,0.0851063829787234,0.39393939393939403,0.3777777777777778,2.5,1666.67
Chips,Cheese,0.03,0.45,0.02,0.6666666666666667,1.4814814814814816,1.0,0.006500000000000001,1.6500000000000006,0.3350515463917526,0.04347826086956522,0.39393939393939403,0.35555555555555557,2.5,1666.67
Baby Wipes,Beer,0.06,0.24,0.05,0.8333333333333334,3.4722222222222223,1.0,0.03560000000000001,4.560000000000001,0.7574468085106384,0.2,0.780701754385965,0.5208333333333334,2.0,1666.67
Diapers,Beer,0.05,0.24,0.04,0.7999999999999999,3.333333333333333,1.0,0.028,3.799999999999999,0.736842105263158,0.16000000000000003,0.7368421052631579,0.4833333333333333,2.0,1600.0
Baby Wipes,Beer,0.05,0.24,0.04,0.7999999999999999,3.333333333333333,1.0,0.028,3.799999999999999,0.736842105263158,0.16000000000000003,0.7368421052631579,0.4833333333333333,2.0,1600.0
Butter,Cheese,0.05,0.45,0.03,0.6,1.3333333333333333,1.0,0.007499999999999996,1.375,0.263157894736842,0.06382978723404255,0.27272727272727265,0.3333333333333333,2.5,1500.0
Baby Wipes,Diapers,0.06,0.21,0.02,0.33333333333333337,1.5873015873015874,1.0,0.007400000000000002,1.185,0.3936170212765958,0.08,0.15611814345991565,0.2142857142857143,4.5,1500.0
Chips,Cheese,0.05,0.45,0.03,0.6,1.3333333333333333,1.0,0.007499999999999996,1.375,0.263157894736842,0.06382978723404255,0.27272727272727265,0.3333333333333333,2.5,1500.0
Beer,Cheese,0.05,0.45,0.03,0.6,1.3333333333333333,1.0,0.007499999999999996,1.375,0.263157894736842,0.06382978723404255,0.27272727272727265,0.3333333333333333,2.5,1500.0
Diapers,Beer,0.03,0.24,0.02,0.6666666666666667,2.777777777777778,1.0,0.0128,2.2800000000000007,0.6597938144329897,0.08,0.5614035087719299,0.37500000000000006,2.0,1333.33
Diapers,Beer,0.33,0.24,0.21,0.6363636363636364,2.6515151515151514,1.0,0.13079999999999997,2.09,0.9296375266524519,0.5833333333333331,0.5215311004784688,0.7556818181818181,2.0,1272.73
Baby Wipes,Beer,0.36,0.24,0.22,0.6111111111111112,2.5462962962962967,1.0,0.1336,1.9542857142857146,0.9488636363636362,0.5789473684210527,0.4883040935672515,0.763888888888889,2.0,1222.22
Diapers,Baby Wipes,0.05,0.36,0.05,1.0,2.7777777777777777,1.0,0.032,inf,0.6736842105263158,0.1388888888888889,1.0,0.5694444444444444,1.2,1200.0
Diapers,Baby Wipes,0.05,0.36,0.05,1.0,2.7777777777777777,1.0,0.032,inf,0.6736842105263158,0.1388888888888889,1.0,0.5694444444444444,1.2,1200.0
Diapers,Baby Wipes,0.04,0.36,0.04,1.0,2.7777777777777777,1.0,0.0256,inf,0.6666666666666667,0.11111111111111112,1.0,0.5555555555555556,1.2,1200.0
Diapers,Baby Wipes,0.02,0.36,0.02,1.0,2.7777777777777777,1.0,0.0128,inf,0.653061224489796,0.05555555555555556,1.0,0.5277777777777778,1.2,1200.0
Diapers,Baby Wipes,0.02,0.36,0.02,1.0,2.7777777777777777,1.0,0.0128,inf,0.653061224489796,0.05555555555555556,1.0,0.5277777777777778,1.2,1200.0
Beer,Baby Wipes,0.05,0.36,0.05,1.0,2.7777777777777777,1.0,0.032,inf,0.6736842105263158,0.1388888888888889,1.0,0.5694444444444444,1.2,1200.0
Diapers,Baby Wipes,0.21,0.36,0.21,1.0,2.7777777777777777,1.0,0.1344,inf,0.810126582278481,0.5833333333333334,1.0,0.7916666666666667,1.2,1200.0
Chips,Baby Wipes,0.02,0.36,0.02,1.0,2.7777777777777777,1.0,0.0128,inf,0.653061224489796,0.05555555555555556,1.0,0.5277777777777778,1.2,1200.0
Diapers,Baby Wipes,0.04,0.36,0.04,1.0,2.7777777777777777,1.0,0.0256,inf,0.6666666666666667,0.11111111111111112,1.0,0.5555555555555556,1.2,1200.0
Diapers,Baby Wipes,0.05,0.22,0.05,1.0,4.545454545454546,1.0,0.039,inf,0.8210526315789474,0.22727272727272727,1.0,0.6136363636363636,1.2,1200.0
Diapers,Baby Wipes,0.02,0.36,0.02,1.0,2.7777777777777777,1.0,0.0128,inf,0.653061224489796,0.05555555555555556,1.0,0.5277777777777778,1.2,1200.0
Diapers,Beer,0.37,0.24,0.21,0.5675675675675675,2.364864864864865,1.0,0.1212,1.7574999999999998,0.9160997732426304,0.5249999999999999,0.43100995732574676,0.7212837837837838,2.0,1135.14
Chips,Diapers,0.08,0.08,0.02,0.25,3.125,1.0,0.013600000000000001,1.2266666666666668,0.7391304347826088,0.14285714285714285,0.18478260869565216,0.25,4.5,1125.0
Beer,Baby Wipes,0.24,0.36,0.22,0.9166666666666667,2.5462962962962967,1.0,0.1336,7.680000000000007,0.7990430622009569,0.5789473684210527,0.8697916666666667,0.763888888888889,1.2,1100.0
Diapers,Baby Wipes,0.37,0.36,0.33,0.891891891891892,2.477477477477478,1.0,0.19680000000000003,5.920000000000006,0.9466089466089468,0.8250000000000001,0.8310810810810813,0.9042792792792793,1.2,1070.27
Baby Wipes,Diapers,0.22,0.05,0.05,0.2272727272727273,4.545454545454546,1.0,0.039,1.2294117647058824,0.9999999999999998,0.22727272727272727,0.18660287081339716,0.6136363636363636,4.5,1022.73
Baby Wipes,Beer,0.06,0.24,0.03,0.5,2.0833333333333335,1.0,0.0156,1.52,0.5531914893617021,0.1111111111111111,0.34210526315789475,0.3125,2.0,1000.0
Diapers,Beer,0.04,0.24,0.02,0.5,2.0833333333333335,1.0,0.010400000000000001,1.52,0.5416666666666667,0.07692307692307694,0.34210526315789475,0.2916666666666667,2.0,1000.0
Diapers,Baby Wipes,0.05,0.36,0.04,0.7999999999999999,2.2222222222222223,1.0,0.022000000000000002,3.199999999999999,0.5789473684210527,0.10810810810810811,0.6874999999999999,0.45555555555555555,1.2,960.0
Beer,Baby Wipes,0.05,0.36,0.04,0.7999999999999999,2.2222222222222223,1.0,0.022000000000000002,3.199999999999999,0.5789473684210527,0.10810810810810811,0.6874999999999999,0.45555555555555555,1.2,960.0
Diapers,Baby Wipes,0.05,0.22,0.04,0.7999999999999999,3.6363636363636362,1.0,0.028999999999999998,3.899999999999999,0.763157894736842,0.17391304347826086,0.7435897435897435,0.49090909090909085,1.2,960.0
Beer,Diapers,0.24,0.05,0.05,0.20833333333333334,4.166666666666667,1.0,0.038000000000000006,1.2,1.0,0.20833333333333334,0.16666666666666666,0.6041666666666666,4.5,937.5
Beer,Diapers,0.24,0.05,0.05,0.20833333333333334,4.166666666666667,1.0,0.038000000000000006,1.2,1.0,0.20833333333333334,0.16666666666666666,0.6041666666666666,4.5,937.5
Bread,Eggs,0.03,0.2,0.03,1.0,5.0,1.0,0.024,inf,0.8247422680412372,0.15,1.0,0.575,0.9,900.0
Chips,Eggs,0.03,0.2,0.03,1.0,5.0,1.0,0.024,inf,0.8247422680412372,0.15,1.0,0.575,0.9,900.0
Chips,Eggs,0.03,0.2,0.03,1.0,5.0,1.0,0.024,inf,0.8247422680412372,0.15,1.0,0.575,0.9,900.0
Milk,Eggs,0.03,0.2,0.03,1.0,5.0,1.0,0.024,inf,0.8247422680412372,0.15,1.0,0.575,0.9,900.0
Chips,Eggs,0.03,0.15,0.03,1.0,6.666666666666667,1.0,0.0255,inf,0.8762886597938144,0.2,1.0,0.6,0.9,900.0
Milk,Eggs,0.03,0.2,0.03,1.0,5.0,1.0,0.024,inf,0.8247422680412372,0.15,1.0,0.575,0.9,900.0
Milk,Eggs,0.03,0.13,0.03,1.0,7.692307692307692,1.0,0.026099999999999998,inf,0.8969072164948454,0.23076923076923075,1.0,0.6153846153846154,0.9,900.0
Milk,Eggs,0.03,0.15,0.03,1.0,6.666666666666667,1.0,0.0255,inf,0.8762886597938144,0.2,1.0,0.6,0.9,900.0
Milk,Eggs,0.03,0.2,0.03,1.0,5.0,1.0,0.024,inf,0.8247422680412372,0.15,1.0,0.575,0.9,900.0
Milk,Eggs,0.03,0.13,0.03,1.0,7.692307692307692,1.0,0.026099999999999998,inf,0.8969072164948454,0.23076923076923075,1.0,0.6153846153846154,0.9,900.0
Milk,Eggs,0.03,0.15,0.03,1.0,6.666666666666667,1.0,0.0255,inf,0.8762886597938144,0.2,1.0,0.6,0.9,900.0
Baby Wipes,Diapers,0.22,0.05,0.04,0.18181818181818182,3.6363636363636362,1.0,0.028999999999999998,1.1611111111111112,0.9294871794871794,0.17391304347826086,0.13875598086124405,0.49090909090909085,4.5,818.18
Diapers,Baby Wipes,0.03,0.36,0.02,0.6666666666666667,1.851851851851852,1.0,0.009200000000000002,1.9200000000000004,0.47422680412371143,0.05405405405405406,0.4791666666666668,0.36111111111111116,1.2,800.0
Diapers,Baby Wipes,0.03,0.22,0.02,0.6666666666666667,3.0303030303030307,1.0,0.0134,2.3400000000000007,0.6907216494845361,0.08695652173913043,0.5726495726495727,0.37878787878787884,1.2,800.0
Beer,Diapers,0.24,0.04,0.04,0.16666666666666669,4.166666666666667,1.0,0.030400000000000003,1.1520000000000001,1.0000000000000002,0.16666666666666669,0.13194444444444445,0.5833333333333334,4.5,750.0
Beer,Diapers,0.24,0.05,0.04,0.16666666666666669,3.3333333333333335,1.0,0.028,1.1400000000000001,0.9210526315789473,0.16000000000000003,0.12280701754385967,0.4833333333333333,4.5,750.0
Beer,Baby Wipes,0.05,0.36,0.03,0.6,1.6666666666666667,1.0,0.012,1.5999999999999999,0.4210526315789474,0.07894736842105263,0.375,0.3416666666666667,1.2,720.0
Milk,Butter,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.7,700.0
Milk,Butter,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.7,700.0
Milk,Butter,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.7,700.0
Milk,Butter,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.7,700.0
Eggs,Butter,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.7,700.0
Milk,Butter,0.12,0.26,0.12,1.0,3.846153846153846,1.0,0.08879999999999999,inf,0.8409090909090908,0.4615384615384615,1.0,0.7307692307692307,0.7,700.0
Milk,Butter,0.12,0.32,0.12,1.0,3.125,1.0,0.0816,inf,0.7727272727272728,0.375,1.0,0.6875,0.7,700.0
Milk,Butter,0.12,0.32,0.12,1.0,3.125,1.0,0.0816,inf,0.7727272727272728,0.375,1.0,0.6875,0.7,700.0
Eggs,Butter,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.7,700.0
Eggs,Butter,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.7,700.0
Milk,Butter,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.7,700.0
Diapers,Baby Wipes,0.37,0.22,0.21,0.5675675675675675,2.5798525798525795,1.0,0.1286,1.80375,0.9720332577475433,0.5526315789473684,0.4455994455994456,0.7610565110565111,1.2,681.08
Milk,Butter,0.26,0.32,0.25,0.9615384615384615,3.004807692307692,1.0,0.1668,17.67999999999996,0.9016216216216216,0.7575757575757575,0.9434389140271492,0.8713942307692307,0.7,673.08
Baby Wipes,Diapers,0.36,0.05,0.05,0.1388888888888889,2.7777777777777777,1.0,0.032,1.1032258064516127,1.0,0.1388888888888889,0.09356725146198831,0.5694444444444444,4.5,625.0
Baby Wipes,Diapers,0.36,0.05,0.05,0.1388888888888889,2.7777777777777777,1.0,0.032,1.1032258064516127,1.0,0.1388888888888889,0.09356725146198831,0.5694444444444444,4.5,625.0
Chips,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.12,0.5,0.12,1.0,2.0,1.0,0.06,inf,0.5681818181818181,0.24,1.0,0.62,0.6,600.0
Diapers,Baby Wipes,0.08,0.36,0.04,0.5,1.3888888888888888,1.0,0.011200000000000002,1.28,0.3043478260869566,0.09999999999999999,0.21875000000000003,0.3055555555555556,1.2,600.0
Eggs,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.25,0.5,0.25,1.0,2.0,1.0,0.125,inf,0.6666666666666666,0.5,1.0,0.75,0.6,600.0
Eggs,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.6,600.0
Milk,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.03,0.12,0.03,1.0,8.333333333333334,1.0,0.0264,inf,0.9072164948453609,0.25,1.0,0.625,0.6,600.0
Eggs,Bread,0.03,0.25,0.03,1.0,4.0,1.0,0.0225,inf,0.7731958762886598,0.12,1.0,0.56,0.6,600.0
Milk,Bread,0.12,0.5,0.12,1.0,2.0,1.0,0.06,inf,0.5681818181818181,0.24,1.0,0.62,0.6,600.0
Milk,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Milk,Bread,0.03,0.5,0.03,1.0,2.0,1.0,0.015,inf,0.5154639175257733,0.06,1.0,0.53,0.6,600.0
Eggs,Butter,0.15,0.32,0.12,0.8,2.5,1.0,0.072,3.4000000000000004,0.7058823529411765,0.34285714285714286,0.7058823529411766,0.5875,0.7,560.0
Eggs,Bread,0.13,0.5,0.12,0.923076923076923,1.846153846153846,1.0,0.05499999999999999,6.499999999999995,0.5268199233716475,0.23529411764705882,0.846153846153846,0.5815384615384616,0.6,553.85
Milk,Butter,0.32,0.26,0.25,0.78125,3.004807692307692,1.0,0.1668,3.382857142857143,0.9811764705882354,0.7575757575757575,0.7043918918918919,0.8713942307692307,0.7,546.88
Milk,Butter,0.32,0.32,0.25,0.78125,2.44140625,1.0,0.1476,3.108571428571428,0.8682352941176472,0.641025641025641,0.6783088235294118,0.78125,0.7,546.88
Chips,Eggs,0.05,0.2,0.03,0.6,2.9999999999999996,1.0,0.019999999999999997,2.0,0.7017543859649122,0.13636363636363635,0.49999999999999994,0.375,0.9,540.0
Chips,Eggs,0.05,0.13,0.03,0.6,4.615384615384615,1.0,0.0235,2.175,0.824561403508772,0.2,0.5402298850574713,0.41538461538461535,0.9,540.0
Milk,Butter,0.04,0.32,0.03,0.75,2.34375,1.0,0.0172,2.7199999999999998,0.5972222222222222,0.09090909090909091,0.6323529411764707,0.421875,0.7,525.0
Milk,Butter,0.04,0.32,0.03,0.75,2.34375,1.0,0.0172,2.7199999999999998,0.5972222222222222,0.09090909090909091,0.6323529411764707,0.421875,0.7,525.0
Baby Wipes,Diapers,0.36,0.04,0.04,0.11111111111111112,2.777777777777778,1.0,0.0256,1.08,1.0,0.11111111111111112,0.0740740740740741,0.5555555555555556,4.5,500.0
Eggs,Milk,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.5,500.0
Eggs,Milk,0.03,0.25,0.03,1.0,4.0,1.0,0.0225,inf,0.7731958762886598,0.12,1.0,0.56,0.5,500.0
Bread,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Chips,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Eggs,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Chips,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Eggs,Milk,0.03,0.25,0.03,1.0,4.0,1.0,0.0225,inf,0.7731958762886598,0.12,1.0,0.56,0.5,500.0
Eggs,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Chips,Milk,0.03,0.12,0.03,1.0,8.333333333333334,1.0,0.0264,inf,0.9072164948453609,0.25,1.0,0.625,0.5,500.0
Eggs,Milk,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.5,500.0
Chips,Milk,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.5,500.0
Eggs,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Baby Wipes,Diapers,0.36,0.08,0.04,0.11111111111111112,1.388888888888889,1.0,0.011200000000000002,1.0350000000000001,0.43750000000000006,0.09999999999999999,0.03381642512077295,0.3055555555555556,4.5,500.0
Chips,Milk,0.03,0.12,0.03,1.0,8.333333333333334,1.0,0.0264,inf,0.9072164948453609,0.25,1.0,0.625,0.5,500.0
