antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Consequent_Margin_EUR,Expected_Value_Per_1k_EUR
Beer,Baby Wipes,0.233,0.362,0.1748,0.7502145922746781,2.0724160007587793,1.0,0.090454,2.5541924398625433,0.6746693557770624,0.4159923845787721,0.6084868217471444,0.6165437602257369,1.2,900.26
Diapers,Beer,0.372,0.1748,0.1674,0.45,2.574370709382151,1.0,0.10237439999999999,1.5003636363636361,0.9738145789101204,0.44122298365840806,0.3334949103247698,0.70383295194508,2.0,900.0
Milk,Butter,0.1616,0.3498,0.16,0.9900990099009902,2.830471726417925,1.0,0.10347232,65.67020000000068,0.7713525763358778,0.45532157085941954,0.9847723929575365,0.7237516204450635,0.7,693.07
Milk,Butter,0.1656,0.3498,0.16,0.9661835748792271,2.762102844137299,1.0,0.10207312,19.227342857142897,0.7645697507190795,0.45019696117051217,0.9479907334346772,0.7117939029341819,0.7,676.33
Milk,Butter,0.1656,0.2996,0.16,0.9661835748792271,3.224911798662307,1.0,0.11038624000000001,20.711828571428615,0.8268384467881112,0.5242463958060289,0.9517184107356184,0.7501144843688525,0.7,676.33
Milk,Butter,0.303,0.3498,0.2852,0.9412541254125413,2.6908351212479737,1.0,0.1792106,11.06801123595506,0.9015325146238838,0.7758433079434167,0.9096495315480487,0.8782885835753387,0.7,658.88
Bread,Butter,0.1752,0.3498,0.1606,0.9166666666666666,2.6205450733752618,1.0,0.09931504,7.802399999999997,0.7497575169738119,0.4407244785949505,0.871834307392597,0.6878930817610063,0.7,641.67
Milk,Bread,0.16,0.4684,0.16,1.0,2.134927412467976,1.0,0.085056,inf,0.6328571428571429,0.34158838599487623,1.0,0.6707941929974381,0.6,600.0
Milk,Bread,0.2908,0.4684,0.2852,0.9807427785419532,2.0938146424892254,1.0,0.14898928,27.60522857142859,0.736608580159459,0.6016877637130802,0.963774978446112,0.79481203828891,0.6,588.45
Milk,Bread,0.1656,0.4684,0.1616,0.9758454106280193,2.083359117480827,1.0,0.08403296,22.008240000000008,0.6232094206544336,0.34208298052497876,0.9545624729646712,0.6604248402414221,0.6,585.51
Butter,Bread,0.1656,0.4684,0.1606,0.9698067632850241,2.07046704373404,1.0,0.08303296,17.60659199999999,0.6196274994656902,0.3392479932403886,0.943203091205839,0.6563380528636905,0.6,581.88
Milk,Butter,0.3572,0.3498,0.2908,0.8141097424412094,2.3273577542630344,1.0,0.16585144000000002,3.497762650602409,0.8872560642101398,0.6987025468524747,0.7141029566921091,0.8227209661319826,0.7,569.88
Milk,Butter,0.3572,0.2996,0.2852,0.7984322508398656,2.6649941616817947,1.0,0.17818288000000002,3.4747622222222216,0.9719425270402717,0.7674919268030139,0.7122105237576607,0.8751840826963013,0.7,558.9
Butter,Bread,0.3498,0.4684,0.2996,0.8564894225271583,1.8285427466420971,1.0,0.13575368,3.7042565737051785,0.6968877605288544,0.5777092171230234,0.7300402982075964,0.748056837651282,0.6,513.89
Eggs,Butter,0.2266,0.3498,0.1656,0.7308031774051191,2.0892029085337884,1.0,0.08633532,2.415333114754098,0.6740994966700771,0.4031158714703018,0.5859784334129793,0.6021082782394378,0.7,511.56
Milk,Bread,0.3572,0.4684,0.303,0.8482642777155655,1.8109826595123089,1.0,0.13568751999999998,3.5034597785977852,0.6966608546355567,0.5797933409873709,0.714567866282102,0.7475736418466812,0.6,508.96
Milk,Eggs,0.2852,0.2266,0.16,0.5610098176718092,2.4757714813407294,1.0,0.09537368,1.761770607028754,0.8339192781197539,0.4548038658328596,0.43238921343652603,0.6335499220750926,0.9,504.91
Butter,Milk,0.1606,0.3572,0.16,0.9962640099626402,2.7890929730197094,1.0,0.10263368,172.05613333333775,0.7641893018822968,0.4471771939631079,0.9941879433146237,0.7220961707148027,0.5,498.13
Eggs,Butter,0.2266,0.2996,0.1606,0.7087378640776699,2.3656136985235983,1.0,0.09271064,2.4047066666666668,0.7464141612732961,0.4392778993435448,0.5841488636174613,0.6223929640815586,0.7,496.12
Milk,Eggs,0.2908,0.2266,0.16,0.5502063273727648,2.4280950016450342,1.0,0.09410472,1.7194550458715594,0.8293210659898476,0.4476776720761053,0.41842038708658486,0.6281481769255703,0.9,495.19
Butter,Milk,0.1656,0.3572,0.16,0.9661835748792271,2.7048812286652493,1.0,0.10084768,19.008514285714327,0.7553906999041227,0.4410143329658214,0.9473919957673104,0.7070559531730962,0.5,483.09
Butter,Milk,0.1656,0.303,0.16,0.9661835748792271,3.1887246695684066,1.0,0.10982320000000001,20.61128571428576,0.8226210450623203,0.5184705119896307,0.9514828907879873,0.7471181900798776,0.5,483.09
Butter,Eggs,0.2996,0.2266,0.1606,0.5360480640854473,2.365613698523598,1.0,0.09271064,1.6669830215827337,0.824210040446555,0.4392778993435448,0.4001138661565131,0.6223929640815586,0.9,482.44
Milk,Eggs,0.303,0.2266,0.1616,0.5333333333333333,2.3536334215945867,1.0,0.0929402,1.6572857142857143,0.8251434720229555,0.43913043478260866,0.3966037410568054,0.6232421300382465,0.9,480.0
Butter,Milk,0.2996,0.3572,0.2852,0.9519359145527371,2.6649941616817947,1.0,0.17818288000000002,13.373811111111136,0.8920112169924139,0.7674919268030139,0.9252269983707795,0.8751840826963013,0.5,475.97
Eggs,Bread,0.2266,0.4684,0.1752,0.7731685789938217,1.6506587937528219,1.0,0.06906056000000001,2.3435906614785997,0.5096732331766394,0.3370527125817622,0.5733043246685886,0.5736039308291055,0.6,463.9
Bread,Milk,0.1752,0.3572,0.1616,0.9223744292237442,2.5822352441874137,1.0,0.09901855999999999,8.280776470588231,0.7428935667572577,0.4358144552319309,0.8792383777594028,0.6873910220026895,0.5,461.19
Bread,Milk,0.1752,0.2908,0.16,0.9132420091324202,3.1404470740454613,1.0,0.10905184000000001,8.174463157894744,0.8263506304558682,0.5228758169934642,0.8776678075753244,0.7317241682525925,0.5,456.62
Bread,Butter,0.4684,0.3498,0.2996,0.6396242527754056,1.8285427466420971,1.0,0.13575368,1.8042279620853077,0.8523634723398441,0.5777092171230234,0.44574631309659424,0.748056837651282,0.7,447.74
Butter,Eggs,0.3498,0.2266,0.1656,0.4734133790737564,2.0892029085337884,1.0,0.08633532,1.4687042345276873,0.8018279771218666,0.4031158714703018,0.31912772055049965,0.6021082782394378,0.9,426.07
Milk,Eggs,0.3572,0.2266,0.1656,0.46360582306830905,2.0459215492864478,1.0,0.08465848,1.4418501043841336,0.7953060132451923,0.3959827833572453,0.3064466292582222,0.5972045002367141,0.9,417.25
Butter,Milk,0.3498,0.3572,0.2908,0.8313321898227559,2.3273577542630344,1.0,0.16585144000000002,3.811041355932205,0.8771581022366625,0.6987025468524747,0.7376045267933352,0.8227209661319826,0.5,415.67
Butter,Milk,0.3498,0.303,0.2852,0.8153230417381361,2.6908351212479737,1.0,0.1792106,3.7741578947368426,0.9664228894076394,0.7758433079434167,0.7350402320489757,0.8782885835753387,0.5,407.66
Milk,Butter,0.303,0.1656,0.16,0.5280528052805281,3.1887246695684066,1.0,0.10982320000000001,1.767994405594406,0.9847847919655668,0.5184705119896307,0.43438735052795796,0.7471181900798776,0.7,369.64
Eggs,Milk,0.2266,0.3572,0.1656,0.7308031774051191,2.0459215492864478,1.0,0.08465848,2.3878439344262294,0.6610068597284842,0.3959827833572453,0.5812121614889842,0.5972045002367141,0.5,365.4
Eggs,Milk,0.2266,0.303,0.1616,0.7131509267431597,2.3536334215945867,1.0,0.0929402,2.4298492307692308,0.7436320144815103,0.43913043478260866,0.5884518317692391,0.6232421300382465,0.5,356.58
Eggs,Milk,0.2266,0.2908,0.16,0.706090026478376,2.4280950016450347,1.0,0.09410472,2.412983783783784,0.7604790535298682,0.4476776720761053,0.5855753334438466,0.6281481769255703,0.5,353.05
Eggs,Milk,0.2266,0.2852,0.16,0.706090026478376,2.4757714813407294,1.0,0.09537368,2.4320372372372376,0.7707337729506077,0.4548038658328596,0.5888220851684052,0.6335499220750926,0.5,353.05
Bread,Eggs,0.4684,0.2266,0.1752,0.3740392826643894,1.6506587937528219,1.0,0.06906056000000001,1.2355407912687586,0.7414997715177065,0.3370527125817622,0.19063781053063023,0.5736039308291055,0.9,336.64
Milk,Bread,0.2908,0.1752,0.16,0.5502063273727648,3.140447074045461,1.0,0.10905184000000001,1.8337296636085625,0.9610462492949802,0.5228758169934642,0.45466334550529186,0.7317241682525925,0.6,330.12
Bread,Milk,0.4684,0.3572,0.303,0.6468830059777968,1.810982659512309,1.0,0.13568751999999998,1.8203598548972193,0.8423882568843789,0.5797933409873709,0.45065806779371,0.7475736418466812,0.5,323.44
Milk,Butter,0.3572,0.1656,0.16,0.44792833146696526,2.7048812286652493,1.0,0.10084768,1.5113979716024342,0.9805507156191661,0.4410143329658214,0.3383608958137167,0.7070559531730962,0.7,313.55
Milk,Butter,0.3572,0.1606,0.16,0.44792833146696526,2.789092973019709,1.0,0.10263368,1.52045476673428,0.9979161481020534,0.4471771939631079,0.3423020389170422,0.7220961707148027,0.7,313.55
Bread,Milk,0.4684,0.2908,0.2852,0.6088812980358668,2.0938146424892254,1.0,0.14898928,1.8132602620087337,0.9826990313188267,0.6016877637130802,0.4485071884318482,0.79481203828891,0.5,304.44
Butter,Bread,0.3498,0.1752,0.1606,0.45911949685534587,2.6205450733752618,1.0,0.09931504,1.5249209302325577,0.9510919717010151,0.4407244785949505,0.34422829395652993,0.6878930817610063,0.6,275.47
Milk,Bread,0.3572,0.1752,0.1616,0.4524076147816349,2.5822352441874137,1.0,0.09901855999999999,1.5062298568507158,0.9532336867787586,0.4358144552319309,0.3360907065732722,0.6873910220026895,0.6,271.44
Butter,Milk,0.2996,0.1656,0.16,0.534045393858478,3.224911798662307,1.0,0.11038624000000001,1.790732378223496,0.9850285551113649,0.5242463958060289,0.4415692639722891,0.7501144843688525,0.5,267.02
Bread,Butter,0.4684,0.1656,0.1606,0.34286934244235695,2.07046704373404,1.0,0.08303296,1.2697627030539314,0.9725680691387731,0.3392479932403886,0.21245127330100305,0.6563380528636905,0.7,240.01
Butter,Milk,0.3498,0.1616,0.16,0.4574042309891367,2.830471726417925,1.0,0.10347232,1.5451650158061117,0.9946201168871117,0.45532157085941954,0.3528199320004015,0.7237516204450635,0.5,228.7
Butter,Milk,0.3498,0.1656,0.16,0.4574042309891367,2.762102844137299,1.0,0.10207312,1.5377930453108535,0.9811704091048908,0.45019696117051217,0.3497174388652165,0.7117939029341819,0.5,228.7
Wine,Bread,0.476,0.1858,0.1552,0.32605042016806723,1.75484617959132,1.0,0.06675920000000002,1.2081022443890275,0.8208959628551195,0.3063560994867746,0.17225549025800446,0.5806786008267678,0.6,195.63
Cheese,Bread,0.4776,0.183,0.1552,0.3249581239530988,1.775727453295622,1.0,0.0677992,1.2102952853598012,0.8362375870289387,0.30708349821923225,0.17375535367576356,0.586522777823544,0.6,194.97
Bread,Milk,0.4684,0.1656,0.1616,0.3450042698548249,2.0833591174808266,1.0,0.08403296,1.2739014341590613,0.9781902569489455,0.34208298052497876,0.21500991113953127,0.6604248402414221,0.5,172.5
Bread,Milk,0.4684,0.16,0.16,0.3415883859948762,2.134927412467976,1.0,0.085056,1.2757976653696497,1.0,0.34158838599487623,0.2161766499939002,0.6707941929974381,0.5,170.79
